name,label
cnn/input/101.png,0
cnn/input/102.png,0
cnn/input/103.png,0
cnn/input/104.png,0
cnn/input/105.png,0
cnn/input/106.png,0
cnn/input/107.png,0
cnn/input/108.png,1
cnn/input/109.png,0
cnn/input/110.png,0
cnn/input/111.png,0
cnn/input/112.png,0
cnn/input/113.png,0
cnn/input/114.png,0
cnn/input/115.png,0
cnn/input/116.png,0
cnn/input/117.png,0
cnn/input/118.png,0
cnn/input/119.png,0
cnn/input/120.png,0
cnn/input/121.png,0
cnn/input/122.png,1
cnn/input/123.png,0
cnn/input/124.png,0
cnn/input/125.png,0
cnn/input/126.png,1
cnn/input/127.png,0
cnn/input/128.png,0
cnn/input/129.png,0
cnn/input/130.png,0
cnn/input/131.png,0
cnn/input/132.png,0
cnn/input/133.png,0
cnn/input/134.png,0
cnn/input/135.png,0
cnn/input/136.png,0
cnn/input/137.png,0
cnn/input/138.png,0
cnn/input/139.png,0
cnn/input/140.png,0
cnn/input/141.png,1
cnn/input/142.png,1
cnn/input/143.png,0
cnn/input/144.png,0
cnn/input/145.png,0
cnn/input/146.png,0
cnn/input/147.png,0
cnn/input/148.png,0
cnn/input/149.png,0
cnn/input/150.png,0
cnn/input/151.png,0
cnn/input/152.png,0
cnn/input/153.png,0
cnn/input/154.png,0
cnn/input/155.png,0
cnn/input/156.png,0
cnn/input/157.png,0
cnn/input/158.png,0
cnn/input/159.png,0
cnn/input/160.png,0
cnn/input/161.png,1
cnn/input/162.png,1
cnn/input/163.png,0
cnn/input/164.png,0
cnn/input/165.png,0
cnn/input/166.png,0
cnn/input/167.png,0
cnn/input/168.png,0
cnn/input/169.png,0
cnn/input/170.png,0
cnn/input/171.png,1
cnn/input/172.png,0
cnn/input/173.png,0
cnn/input/174.png,0
cnn/input/175.png,0
cnn/input/176.png,0
cnn/input/177.png,0
cnn/input/178.png,0
cnn/input/179.png,0
cnn/input/180.png,0
cnn/input/181.png,0
cnn/input/182.png,1
cnn/input/183.png,0
cnn/input/184.png,1
cnn/input/185.png,0
cnn/input/186.png,0
cnn/input/187.png,0
cnn/input/188.png,0
cnn/input/189.png,1
cnn/input/190.png,0
cnn/input/191.png,0
cnn/input/192.png,0
cnn/input/193.png,0
cnn/input/194.png,0
cnn/input/195.png,0
cnn/input/196.png,0
cnn/input/197.png,0
cnn/input/198.png,0
cnn/input/199.png,0
cnn/input/200.png,0
cnn/input/201.png,0
cnn/input/202.png,1
cnn/input/203.png,0
cnn/input/204.png,0
cnn/input/205.png,0
cnn/input/206.png,0
cnn/input/207.png,0
cnn/input/208.png,0
cnn/input/209.png,0
cnn/input/210.png,0
cnn/input/211.png,0
cnn/input/212.png,0
cnn/input/213.png,0
cnn/input/214.png,0
cnn/input/215.png,1
cnn/input/216.png,0
cnn/input/217.png,0
cnn/input/218.png,0
cnn/input/219.png,0
cnn/input/220.png,0
cnn/input/221.png,1
cnn/input/222.png,0
cnn/input/223.png,0
cnn/input/224.png,0
cnn/input/225.png,0
cnn/input/226.png,0
cnn/input/227.png,0
cnn/input/228.png,0
cnn/input/229.png,0
cnn/input/230.png,1
cnn/input/231.png,0
cnn/input/232.png,0
cnn/input/233.png,0
cnn/input/234.png,1
cnn/input/235.png,0
cnn/input/236.png,0
cnn/input/237.png,0
cnn/input/238.png,0
cnn/input/239.png,0
cnn/input/240.png,0
cnn/input/241.png,0
cnn/input/242.png,0
cnn/input/243.png,0
cnn/input/244.png,1
cnn/input/245.png,0
cnn/input/246.png,0
cnn/input/247.png,0
cnn/input/248.png,0
cnn/input/249.png,0
cnn/input/250.png,0
cnn/input/251.png,0
cnn/input/252.png,0
cnn/input/253.png,0
cnn/input/254.png,0
cnn/input/255.png,0
cnn/input/256.png,0
cnn/input/257.png,0
cnn/input/258.png,0
cnn/input/259.png,0
cnn/input/260.png,0
cnn/input/261.png,0
cnn/input/262.png,0
cnn/input/263.png,1
cnn/input/264.png,0
cnn/input/265.png,0
cnn/input/266.png,0
cnn/input/267.png,0
cnn/input/268.png,0
cnn/input/269.png,0
cnn/input/270.png,0
cnn/input/271.png,0
cnn/input/272.png,0
cnn/input/273.png,1
cnn/input/274.png,0
cnn/input/275.png,0
cnn/input/276.png,1
cnn/input/277.png,0
cnn/input/278.png,0
cnn/input/279.png,0
cnn/input/280.png,0
cnn/input/281.png,0
cnn/input/282.png,0
cnn/input/283.png,0
cnn/input/284.png,0
cnn/input/285.png,0
cnn/input/286.png,0
cnn/input/287.png,0
cnn/input/288.png,0
cnn/input/289.png,0
cnn/input/290.png,0
cnn/input/291.png,0
cnn/input/292.png,0
cnn/input/293.png,0
cnn/input/294.png,0
cnn/input/295.png,0
cnn/input/296.png,0
cnn/input/297.png,0
cnn/input/298.png,0
cnn/input/299.png,0
cnn/input/300.png,0
cnn/input/301.png,0
cnn/input/302.png,0
cnn/input/303.png,0
cnn/input/304.png,0
cnn/input/305.png,0
cnn/input/306.png,0
cnn/input/307.png,0
cnn/input/308.png,0
cnn/input/309.png,1
cnn/input/310.png,0
cnn/input/311.png,0
cnn/input/312.png,1
cnn/input/313.png,0
cnn/input/314.png,0
cnn/input/315.png,0
cnn/input/316.png,0
cnn/input/317.png,1
cnn/input/318.png,0
cnn/input/319.png,0
cnn/input/320.png,1
cnn/input/321.png,1
cnn/input/322.png,0
cnn/input/323.png,0
cnn/input/324.png,0
cnn/input/325.png,0
cnn/input/326.png,0
cnn/input/327.png,1
cnn/input/328.png,0
cnn/input/329.png,0
cnn/input/330.png,0
cnn/input/331.png,0
cnn/input/332.png,1
cnn/input/333.png,0
cnn/input/334.png,0
cnn/input/335.png,0
cnn/input/336.png,0
cnn/input/337.png,0
cnn/input/338.png,1
cnn/input/339.png,0
cnn/input/340.png,0
cnn/input/341.png,1
cnn/input/342.png,0
cnn/input/343.png,0
cnn/input/344.png,0
cnn/input/345.png,0
cnn/input/346.png,1
cnn/input/347.png,0
cnn/input/348.png,0
cnn/input/349.png,0
cnn/input/350.png,0
cnn/input/351.png,0
cnn/input/352.png,0
cnn/input/353.png,0
cnn/input/354.png,0
cnn/input/355.png,0
cnn/input/356.png,0
cnn/input/357.png,0
cnn/input/358.png,0
cnn/input/359.png,0
cnn/input/360.png,0
cnn/input/361.png,0
cnn/input/362.png,0
cnn/input/363.png,0
cnn/input/364.png,0
cnn/input/365.png,0
cnn/input/366.png,0
cnn/input/367.png,0
cnn/input/368.png,0
cnn/input/369.png,1
cnn/input/370.png,0
cnn/input/371.png,0
cnn/input/372.png,0
cnn/input/373.png,0
cnn/input/374.png,1
cnn/input/375.png,0
cnn/input/376.png,1
cnn/input/377.png,0
cnn/input/378.png,1
cnn/input/379.png,1
cnn/input/380.png,0
cnn/input/381.png,0
cnn/input/382.png,0
cnn/input/383.png,0
cnn/input/384.png,0
cnn/input/385.png,0
cnn/input/386.png,0
cnn/input/387.png,0
cnn/input/388.png,0
cnn/input/389.png,0
cnn/input/390.png,0
cnn/input/391.png,1
cnn/input/392.png,0
cnn/input/393.png,0
cnn/input/394.png,0
cnn/input/395.png,0
cnn/input/396.png,1
cnn/input/397.png,0
cnn/input/398.png,0
cnn/input/399.png,1
cnn/input/400.png,0
cnn/input/401.png,0
cnn/input/402.png,0
cnn/input/403.png,1
cnn/input/404.png,0
cnn/input/405.png,0
cnn/input/406.png,0
cnn/input/407.png,0
cnn/input/408.png,1
cnn/input/409.png,0
cnn/input/410.png,0
cnn/input/411.png,0
cnn/input/412.png,0
cnn/input/413.png,0
cnn/input/414.png,0
cnn/input/415.png,0
cnn/input/416.png,0
cnn/input/417.png,0
cnn/input/418.png,1
cnn/input/419.png,0
cnn/input/420.png,0
cnn/input/421.png,0
cnn/input/422.png,0
cnn/input/423.png,1
cnn/input/424.png,0
cnn/input/425.png,0
cnn/input/426.png,0
cnn/input/427.png,0
cnn/input/428.png,1
cnn/input/429.png,0
cnn/input/430.png,0
cnn/input/431.png,1
cnn/input/432.png,0
cnn/input/433.png,0
cnn/input/434.png,0
cnn/input/435.png,1
cnn/input/436.png,0
cnn/input/437.png,0
cnn/input/438.png,0
cnn/input/439.png,1
cnn/input/440.png,0
cnn/input/441.png,0
cnn/input/442.png,0
cnn/input/443.png,0
cnn/input/444.png,0
cnn/input/445.png,0
cnn/input/446.png,0
cnn/input/447.png,0
cnn/input/448.png,0
cnn/input/449.png,0
cnn/input/450.png,0
cnn/input/451.png,0
cnn/input/452.png,0
cnn/input/453.png,0
cnn/input/454.png,0
cnn/input/455.png,1
cnn/input/456.png,0
cnn/input/457.png,0
cnn/input/458.png,0
cnn/input/459.png,0
cnn/input/460.png,0
cnn/input/461.png,0
cnn/input/462.png,0
cnn/input/463.png,0
cnn/input/464.png,0
cnn/input/465.png,0
cnn/input/466.png,0
cnn/input/467.png,0
cnn/input/468.png,0
cnn/input/469.png,0
cnn/input/470.png,0
cnn/input/471.png,0
cnn/input/472.png,1
cnn/input/473.png,0
cnn/input/474.png,0
cnn/input/475.png,1
cnn/input/476.png,1
cnn/input/477.png,0
cnn/input/478.png,0
cnn/input/479.png,0
cnn/input/480.png,0
cnn/input/481.png,0
cnn/input/482.png,1
cnn/input/483.png,0
cnn/input/484.png,0
cnn/input/485.png,0
cnn/input/486.png,0
cnn/input/487.png,0
cnn/input/488.png,1
cnn/input/489.png,0
cnn/input/490.png,0
cnn/input/491.png,1
cnn/input/492.png,0
cnn/input/493.png,1
cnn/input/494.png,0
cnn/input/495.png,0
cnn/input/496.png,0
cnn/input/497.png,0
cnn/input/498.png,0
cnn/input/499.png,0
